rowNumber,queueId,questionNumber,questionType,questionText,subject,courseLevel,module,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,payload,explanation,generationMetadata
421,python-mcq-level-1-local-and-global-v-r171-q1,Q1,mcq,"What does this Python code print?

```python
count = 5


def show_count():
    count = 9
    print(count)


show_count()
print(count)
```",Python,Level 1,Local and global variables,Local and global variables,Scope rules,Predict the printed value when the same name is used inside and outside a function.,Analyzing,medium,3,Two medium-level analyzing MCQs on predicting values when names are used inside and outside Python functions.,"[{""text"":""9 followed by 5"",""correct"":true},{""text"":""5 followed by 9"",""correct"":false},{""text"":""9 followed by 9"",""correct"":false},{""text"":""5 followed by 5"",""correct"":false}]",,"The assignment inside `show_count` creates a local variable named `count`, so the function prints `9`. The separate global variable remains `5`, so the statement after the function call prints `5`. The local variable shadows the global variable only within the function.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":171,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":4,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Analyzing"",""bloomsVerb"":""Predict"",""cognitiveTier"":""Higher-Order"",""skillArea"":""mixed""}"
422,python-mcq-level-1-local-and-global-v-r171-q2,Q2,mcq,"What is printed by the following code?

```python
status = ""ready""


def report():
    print(status)


report()
status = ""done""
report()
```",Python,Level 1,Local and global variables,Local and global variables,Scope rules,Predict the printed value when the same name is used inside and outside a function.,Analyzing,medium,3,Two medium-level analyzing MCQs on predicting values when names are used inside and outside Python functions.,"[{""text"":""ready, then done"",""correct"":true},{""text"":""ready, then ready"",""correct"":false},{""text"":""done, then done"",""correct"":false},{""text"":""An error occurs because `status` is outside the function"",""correct"":false}]",,"Because `report` does not assign to `status`, it does not create a local `status` variable. Each call looks up the global variable, so the first call prints its initial value, `ready`, and the second call prints the updated value, `done`. A function does not automatically store a separate copy of a global value.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":171,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":4,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Analyzing"",""bloomsVerb"":""Predict"",""cognitiveTier"":""Higher-Order"",""skillArea"":""mixed""}"
423,python-fitb-level-1-local-and-global-v-r171-q3,Q3,fitb,"Analyze this code and fill in the two values printed, in order: value = len(""outer"")\n\ndef display():\n    value = len(""inside"")\n    print(value)\n\ndisplay()\nprint(value)\n\nThe printed values are {{1}} and {{2}}.",Python,Level 1,Local and global variables,Local and global variables,Scope rules,Predict the printed value when the same name is used inside and outside a function.,Analyzing,medium,3,One medium Analyzing-level fill-in-the-blank question on predicting local and global variable values.,[],"{""blanks"":[{""position"":1,""answer"":""6"",""acceptedAnswers"":[],""caseSensitive"":false},{""position"":2,""answer"":""5"",""acceptedAnswers"":[],""caseSensitive"":false}]}","The assignment inside display creates a local variable named value, which shadows the global value while the function runs. Therefore, the function prints the length of ""inside"", which is 6. After the function returns, the global value remains the length of ""outer"", which is 5.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""fitb"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":171,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":4,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Analyzing"",""bloomsVerb"":""Predict"",""cognitiveTier"":""Higher-Order"",""skillArea"":""mixed""}"
424,python-mcq-level-1-local-and-global-v-r172-q1,Q1,mcq,"What is printed when this code runs?

```python
total = 10

def add_fee(amount):
    global total
    total += amount

add_fee(5)
print(total)
```",Python,Level 1,Local and global variables,Local and global variables,global and nonlocal,Apply the global keyword to mutate a module-level variable from inside a function.,Applying,medium,3,One medium Applying-level MCQ on using the global keyword to mutate a module-level variable.,"[{""text"":""5"",""correct"":false},{""text"":""10"",""correct"":false},{""text"":""15"",""correct"":true},{""text"":""An UnboundLocalError is raised"",""correct"":false}]",,"The global declaration tells Python that total inside add_fee refers to the module-level variable. The function adds 5 to its value, changing it from 10 to 15. Without global, the augmented assignment would treat total as a local variable and could raise an UnboundLocalError because it is read before being assigned locally.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":172,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
425,python-dnd-level-1-functions-r168-q4,Q4,dnd,"Review this function, which validates an order, calculates tax, writes a log entry, sends an email, and saves to a database. Match each function-design concept to the most precise critique or refactoring conclusion it supports.

```python
def complete_order(order, db, mailer, logger):
    if not order[""items""]:
        raise ValueError(""empty order"")

    subtotal = sum(item[""price""] for item in order[""items""])
    tax = subtotal * 0.2
    total = subtotal + tax

    logger.info(""Order total: %.2f"", total)
    mailer.send(order[""email""], f""Total: {total:.2f}"")
    db.save(order, total)
    return total
```",Python,Level 1,Functions,Functions,Function design,Critique a function that does five unrelated things.,Evaluating,hard,4,One hard drag-and-drop question evaluating the design of a function with five unrelated responsibilities.,[],"{""items"":[{""id"":""i1"",""label"":""Single Responsibility Principle""},{""id"":""i2"",""label"":""Pure Function""},{""id"":""i3"",""label"":""Dependency Injection""},{""id"":""i4"",""label"":""Orchestration""}],""targets"":[{""id"":""t1"",""label"":""Separate responsibilities because the function has multiple unrelated reasons to change"",""correctItemId"":""i1""},{""id"":""t2"",""label"":""Isolate calculation that depends on inputs and performs no I/O"",""correctItemId"":""i2""},{""id"":""t3"",""label"":""Keep database, mail, and logging collaborators explicit and replaceable"",""correctItemId"":""i3""},{""id"":""t4"",""label"":""Use a small coordinator to sequence focused helper functions"",""correctItemId"":""i4""}]}","The `Single Responsibility Principle` maps to the conclusion that the function has several unrelated reasons to change: validation rules, tax rules, logging policy, email behavior, and database storage can all change independently. `Pure Function` maps to isolating the tax or total calculation because that logic can depend only on its inputs and perform no I/O, making it easier to test. `Dependency Injection` maps to keeping collaborators such as `db`, `mailer`, and `logger` explicit rather than hiding them in globals; this makes the extracted helpers easier to replace and test. `Orchestration` maps to the appropriate role for a remaining coordinator: it should sequence focused helpers for validation, calculation, logging, notification, and persistence rather than implement all five responsibilities itself.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""dnd"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":168,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":4,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Functions"",""topicType"":""Concept"",""topicFamily"":""Functions"",""bloomsLevel"":""Evaluating"",""bloomsVerb"":""Critique"",""cognitiveTier"":""Higher-Order"",""skillArea"":""mixed""}"
426,python-fitb-level-1-local-and-global-v-r172-q2,Q2,fitb,"Complete the function so it can mutate the module-level variable: 

count = 0

def increment():
    {{1}} count
    count += 1

increment()
print(count)  # 1",Python,Level 1,Local and global variables,Local and global variables,global and nonlocal,Apply the global keyword to mutate a module-level variable from inside a function.,Applying,medium,3,One medium Applying-level FITB question on using global to mutate a module-level variable.,[],"{""blanks"":[{""position"":1,""answer"":""global"",""acceptedAnswers"":[],""caseSensitive"":true}]}","The global keyword tells Python that count inside increment refers to the module-level variable, so count += 1 updates that variable. Without it, Python treats count as a local variable because the function assigns to it.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""fitb"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":172,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
427,python-mcq-level-1-local-and-global-v-r173-q1,Q1,mcq,"What is printed by this code?

```python
def make_counter():
    total = 10

    def add():
        nonlocal total
        total += 3
        return total

    return add

counter = make_counter()
first = counter()
second = counter()
print(first, second)
```",Python,Level 1,Local and global variables,Local and global variables,global and nonlocal,Apply nonlocal inside a nested function to mutate the enclosing scope's variable.,Applying,medium,3,One medium Applying-level MCQ on using nonlocal to mutate a variable in an enclosing function scope.,"[{""text"":""13 16"",""correct"":true},{""text"":""10 10"",""correct"":false},{""text"":""13 13"",""correct"":false},{""text"":""16 16"",""correct"":false}]",,"The `nonlocal total` statement makes `add()` use and update the `total` variable from `make_counter()`. The first call changes 10 to 13, and the second call changes the same enclosing variable from 13 to 16. Therefore, the output is `13 16`. Without `nonlocal`, assigning to `total` inside `add()` would create a local variable instead.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":173,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
428,python-fitb-level-1-local-and-global-v-r173-q2,Q2,fitb,"Fill in the keyword that allows the nested function to mutate `count` from its enclosing function scope:

```python
def make_counter():
    count = 0

    def increment():
        {{1}} count
        count += 1
        return count

    return increment

counter = make_counter()
print(counter())  # 1
```",Python,Level 1,Local and global variables,Local and global variables,global and nonlocal,Apply nonlocal inside a nested function to mutate the enclosing scope's variable.,Applying,medium,3,One medium Applying-level fitb question on using nonlocal to mutate an enclosing function variable.,[],"{""blanks"":[{""position"":1,""answer"":""nonlocal"",""acceptedAnswers"":[],""caseSensitive"":true}]}","The `nonlocal` keyword makes `count` refer to the variable in the enclosing `make_counter` scope. Without it, the assignment with `+=` would treat `count` as local to `increment` and cause an UnboundLocalError.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""fitb"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":173,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
429,python-dnd-level-1-local-and-global-v-r172-q3,Q3,dnd,"Given the following code, match each Python element to its role or result when add_fee() is called once.

```python
total = 10


def add_fee():
    global total
    total += 2
    return total
```

Assume the function is called after the module-level assignment has run.",Python,Level 1,Local and global variables,Local and global variables,global and nonlocal,Apply the global keyword to mutate a module-level variable from inside a function.,Applying,medium,3,One medium Applying-level drag-and-drop question on using global to update a module-level variable.,[],"{""items"":[{""id"":""i1"",""label"":""global""},{""id"":""i2"",""label"":""+=""},{""id"":""i3"",""label"":""return""},{""id"":""i4"",""label"":""total""}],""targets"":[{""id"":""t1"",""label"":""Allows add_fee() to assign to the module-level total name."",""correctItemId"":""i1""},{""id"":""t2"",""label"":""Adds 2 to the current total binding, changing 10 to 12."",""correctItemId"":""i2""},{""id"":""t3"",""label"":""Makes add_fee() produce 12 as its call result."",""correctItemId"":""i3""},{""id"":""t4"",""label"":""The module-level name whose value is 12 after add_fee() runs."",""correctItemId"":""i4""}]}","The global declaration tells Python that assignments to total inside add_fee() refer to the module-level name rather than creating a local name. The += operation then updates that selected binding from 10 to 12. The return statement makes the function call produce 12, and total is the module-level name whose value is 12 after the call. Without global, total += 2 would attempt to read a local total before it had been assigned, producing an UnboundLocalError; global itself does not change the value until the += statement runs.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""dnd"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":172,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
430,python-dnd-level-1-local-and-global-v-r171-q4,Q4,dnd,"Analyze the code and match each marked expression to the value it prints when that statement executes.

```python
value = ""global""


def inspect():
    value = ""local""
    print(value)          # A
    print(value.upper())  # B


print(value)              # C
inspect()
print(value + ""!"")       # D
```",Python,Level 1,Local and global variables,Local and global variables,Scope rules,Predict the printed value when the same name is used inside and outside a function.,Analyzing,medium,3,A medium-level scope-tracing drag-and-drop question about local shadowing and the unchanged global variable.,[],"{""items"":[{""id"":""i1"",""label"":""value at A""},{""id"":""i2"",""label"":""value.upper() at B""},{""id"":""i3"",""label"":""value at C""},{""id"":""i4"",""label"":""value + \""!\"" at D""}],""targets"":[{""id"":""t1"",""label"":""Prints `local`"",""correctItemId"":""i1""},{""id"":""t2"",""label"":""Prints `LOCAL`"",""correctItemId"":""i2""},{""id"":""t3"",""label"":""Prints `global`"",""correctItemId"":""i3""},{""id"":""t4"",""label"":""Prints `global!`"",""correctItemId"":""i4""}]}","A local assignment to `value` inside `inspect` shadows the module-level variable for the duration of that function. Therefore, A uses the local string and prints `local`; B calls `upper()` on that local string and prints `LOCAL`. C runs at module scope before the function call, so it uses the global value and prints `global`. The function does not change the global variable, so D still uses `global` after the call and prints `global!`.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""dnd"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":171,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":4,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Analyzing"",""bloomsVerb"":""Predict"",""cognitiveTier"":""Higher-Order"",""skillArea"":""mixed""}"
431,python-mcq-level-1-local-and-global-v-r175-q1,Q1,mcq,Which function is pure?,Python,Level 1,Local and global variables,Local and global variables,Pure vs impure functions,Differentiate between a pure function and one with side effects.,Understanding,easy,2,One easy MCQ distinguishing pure functions from functions with side effects.,"[{""text"":""def square(number):\n    return number * number"",""correct"":true},{""text"":""def show_number(number):\n    print(number)"",""correct"":false},{""text"":""total = 0\ndef add_to_total(number):\n    global total\n    total += number"",""correct"":false},{""text"":""def add_item(items, item):\n    items.append(item)\n    return items"",""correct"":false}]",,"The function `square` is pure because its result depends only on the value passed in, and it does not modify external data or perform an observable action. Printing, changing a global variable, and modifying a list are side effects.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":175,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":2,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Understanding"",""bloomsVerb"":""Differentiate"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
432,python-dnd-level-1-local-and-global-v-r174-q4,Q4,dnd,"Critique the scope and testability of the following code. Match each listed Python element to the most accurate consequence for testing or state management.

DEFAULT_LIMIT = 10
total_checks = 0


def is_valid(value):
    global total_checks
    total_checks += 1
    return value >= DEFAULT_LIMIT


def make_checker(limit):
    last = None

    def check(value):
        nonlocal last
        last = value
        return value >= limit

    return check

Listed elements: global, nonlocal, limit, DEFAULT_LIMIT.",Python,Level 1,Local and global variables,Local and global variables,global and nonlocal,Critique an example where reliance on globals makes a program hard to test.,Evaluating,hard,5,One hard drag-and-drop question evaluating how global and nonlocal state affects testability.,[],"{""items"":[{""id"":""i1"",""label"":""global""},{""id"":""i2"",""label"":""nonlocal""},{""id"":""i3"",""label"":""limit""},{""id"":""i4"",""label"":""DEFAULT_LIMIT""}],""targets"":[{""id"":""t1"",""label"":""Allows is_valid to mutate shared module state, making repeated tests potentially order-dependent."",""correctItemId"":""i1""},{""id"":""t2"",""label"":""Allows check to update state belonging to its enclosing make_checker call rather than module scope."",""correctItemId"":""i2""},{""id"":""t3"",""label"":""Makes the threshold an explicit dependency that tests can vary directly."",""correctItemId"":""i3""},{""id"":""t4"",""label"":""Acts as an implicit module-level dependency that tests must patch or reset to vary."",""correctItemId"":""i4""}]}","global refers to the declaration that allows is_valid to reassign total_checks at module scope. Because every call shares that counter, tests can become order-dependent unless the global state is reset. nonlocal allows check to reassign last in the particular enclosing make_checker call, so each returned checker has its own enclosed state rather than changing a module-level variable. limit is an explicit input to make_checker, making the threshold easy to vary in isolated tests without patching hidden state. DEFAULT_LIMIT is read implicitly from module scope by is_valid, so changing the threshold for a test requires modifying or patching shared global state, which makes the function harder to test reliably. The key distinction is that nonlocal creates per-closure state, while global creates shared module state.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""dnd"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":174,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":4,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Evaluating"",""bloomsVerb"":""Critique"",""cognitiveTier"":""Higher-Order"",""skillArea"":""mixed""}"
433,python-fitb-level-1-local-and-global-v-r175-q2,Q2,fitb,Complete the code: `values = []\ndef record(value):\n    values.{{1}}(value)`; this function is impure because it changes a list outside its local scope.,Python,Level 1,Local and global variables,Local and global variables,Pure vs impure functions,Differentiate between a pure function and one with side effects.,Understanding,easy,2,One easy theoretical FITB question on distinguishing a function with side effects from a pure function.,[],"{""blanks"":[{""position"":1,""answer"":""append"",""acceptedAnswers"":[],""caseSensitive"":true}]}","The `append` method mutates the external `values` list, creating a side effect. A pure function does not change data outside the function and instead produces a result from its inputs.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""fitb"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":175,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":2,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Understanding"",""bloomsVerb"":""Differentiate"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
434,python-mcq-level-1-local-and-global-v-r174-q1,Q1,mcq,"Consider this code, with both tests running in the same Python interpreter and no fixture resetting module-level variables:

```python
sequence = 0


def next_number():
    global sequence
    sequence += 1
    return sequence


def test_starts_at_one():
    sequence = 0
    assert next_number() == 1


def test_next_number():
    assert next_number() == 1
```

Which critique and redesign is most accurate?",Python,Level 1,Local and global variables,Local and global variables,global and nonlocal,Critique an example where reliance on globals makes a program hard to test.,Evaluating,hard,4,Two hard Evaluating-level MCQs on how global and nonlocal state affects test isolation and reliability.,"[{""text"":""The assignment in `test_starts_at_one` is local, so it does not reset the global state; the function should receive the current sequence as an argument and return the next value."",""correct"":true},{""text"":""The `global` statement copies the module variable into each test, so both tests should receive 1 unless the assertions use different operators."",""correct"":false},{""text"":""Because the tests use the same variable name, the local assignment automatically changes the module-level value before `next_number` runs."",""correct"":false},{""text"":""Replacing `global sequence` with `nonlocal sequence` inside `next_number` would bind the counter to the calling test and remove the ordering dependency."",""correct"":false}]",,"The assignment inside `test_starts_at_one` creates a local variable named `sequence`; it does not reset the module-level variable used by `next_number`. After the first test, the global value is 1, so the second test receives 2 and becomes dependent on test order. A more testable design passes the current sequence value explicitly and returns the updated value, such as `def next_number(sequence): return sequence + 1`.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":174,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":4,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Evaluating"",""bloomsVerb"":""Critique"",""cognitiveTier"":""Higher-Order"",""skillArea"":""mixed""}"
435,python-mcq-level-1-local-and-global-v-r174-q2,Q2,mcq,"A developer compares a module-level counter with a counter created by a factory:

```python
count = 0


def global_counter():
    global count
    count += 1
    return count


def make_counter():
    count = 0

    def counter():
        nonlocal count
        count += 1
        return count

    return counter
```

Which evaluation best explains the testing implications of these designs?",Python,Level 1,Local and global variables,Local and global variables,global and nonlocal,Critique an example where reliance on globals makes a program hard to test.,Evaluating,hard,4,Two hard Evaluating-level MCQs on how global and nonlocal state affects test isolation and reliability.,"[{""text"":""The module-level counter shares state across callers, while each factory call creates an independent nonlocal counter that can be freshly constructed for a test."",""correct"":true},{""text"":""Both counters share the same value because `nonlocal` always searches the module namespace after finding a global declaration."",""correct"":false},{""text"":""The nonlocal counter resets to zero on every call because its enclosing function has already returned."",""correct"":false},{""text"":""The module-level counter is easier to test in isolation because avoiding factory setup prevents state from persisting between calls."",""correct"":false}]",,"`global_counter` modifies one shared module-level value, so separate tests or callers can affect one another unless that state is explicitly reset. Each call to `make_counter` creates a separate closure with its own enclosing `count`; a test can create a fresh counter for isolation. The closure remains stateful, so a fresh factory call is still needed when a test requires a clean starting value.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":174,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":4,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Evaluating"",""bloomsVerb"":""Critique"",""cognitiveTier"":""Higher-Order"",""skillArea"":""mixed""}"
436,python-mcq-level-1-local-and-global-v-r176-q1,Q1,mcq,"A program currently displays a global counter with the following function:

counter = 7

def show_counter():
    print(counter)

Which redesign constructs a pure replacement while still allowing the caller to display the same value?",Python,Level 1,Local and global variables,Local and global variables,Pure vs impure functions,Construct a pure version of a function that previously printed a global counter.,Creating,hard,4,"Two hard, creation-focused MCQs assess how to refactor functions that read or update a global counter into pure functions without side effects.","[{""text"":""def show_counter(value):\n    return value\n\nprint(show_counter(counter))"",""correct"":true},{""text"":""def show_counter():\n    print(counter)\n\nshow_counter()"",""correct"":false},{""text"":""def show_counter(value=counter):\n    return value\n\nprint(show_counter())"",""correct"":false},{""text"":""def show_counter(value):\n    global counter\n    counter = value\n    print(counter)\n\nshow_counter(counter)"",""correct"":false}]",,"The pure replacement receives the value as an argument and returns it without printing, reading global state, or changing state. The caller performs the display operation separately. The other choices either retain a side effect, depend on the global variable, or mutate shared state.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":176,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":4,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Creating"",""bloomsVerb"":""Construct"",""cognitiveTier"":""Higher-Order"",""skillArea"":""mixed""}"
437,python-mcq-level-1-local-and-global-v-r176-q2,Q2,mcq,"Consider this stateful function, which increments and prints a global counter:

counter = 3

def next_counter():
    global counter
    counter += 1
    print(counter)

next_counter()  # displays 4

Which construction best preserves the counter update and display while replacing the function with a pure version?",Python,Level 1,Local and global variables,Local and global variables,Pure vs impure functions,Construct a pure version of a function that previously printed a global counter.,Creating,hard,5,"Two hard, creation-focused MCQs assess how to refactor functions that read or update a global counter into pure functions without side effects.","[{""text"":""def next_counter(value):\n    return value + 1\n\ncounter = next_counter(counter)\nprint(counter)"",""correct"":true},{""text"":""def next_counter():\n    global counter\n    counter += 1\n    return counter\n\nprint(next_counter())"",""correct"":false},{""text"":""def next_counter(value):\n    print(value + 1)\n\nnext_counter(counter)"",""correct"":false},{""text"":""def next_counter(state=[]):\n    state.append(counter + 1)\n    return state[-1]\n\ncounter = next_counter()\nprint(counter)"",""correct"":false}]",,"A pure function must depend only on its arguments, return a result, and avoid both mutation and output. Returning counter + 1 lets the caller explicitly rebind the counter and print the result. The other choices either mutate global state, perform printing inside the function, or use a mutable object to hide state changes.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":176,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":4,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Local and global variables"",""topicType"":""Concept"",""topicFamily"":""Local and global variables"",""bloomsLevel"":""Creating"",""bloomsVerb"":""Construct"",""cognitiveTier"":""Higher-Order"",""skillArea"":""mixed""}"
