subject,topic,topic_subject_label,topic_grade,subtopic,learning_objective,learning_objective_code,is_current_version,question_question_type,question_lifecycle_status,question_retired_at,question_difficulty_band,question_difficulty_rating,question_bloom_level,question_usage_type,question_keywords,question_created_at,question_updated_at,question_grade_level,question_input_type,version_version_number,version_prompt,version_options,version_correct_answer,version_model_answer,version_explanation,version_payload,version_time_allocated_ms,version_created_at
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,mcq,active,,easy,1.0,remember,diagnostic,[],2026-05-21T10:40:54.840Z,2026-05-21T10:40:54.941Z,grade 5,,1,Choose the equation that matches the square of 15.,"[{""text"":""15² = 225"",""correct"":true},{""text"":""15² = 215"",""correct"":false},{""text"":""15² = 255"",""correct"":false},{""text"":""15² = 275"",""correct"":false}]",15² = 225,,"15 × 15 = 225, so 15² = 225. The other options are not correct squares of 15.","{""focus"":""Match a number with its square"",""grade"":5,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Advanced Squaring"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q5"",""learning_objective"":""Students can find squares of 2-digit numbers using Vedic duplex method""}",,2026-05-21T10:40:54.890Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,mcq,active,,medium,3.0,apply,diagnostic,[],2026-05-21T10:40:54.999Z,2026-05-21T10:40:55.092Z,grade 5,,1,The correct value of 48 squared is best matched by which option?,"[{""text"":""2,304"",""correct"":true},{""text"":""2,184"",""correct"":false},{""text"":""2,048"",""correct"":false},{""text"":""2,328"",""correct"":false}]","2,304",,"Using the duplex method or direct expansion, 48² = (50−2)² = 2500 − 200 + 4 = 2304. The other options come from common slips such as using 47², adding instead of subtracting, or mistaking the middle product.","{""focus"":""which_value"",""grade"":5,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Advanced Squaring"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q16"",""learning_objective"":""Students can find squares of 2-digit numbers using Vedic duplex method""}",,2026-05-21T10:40:55.036Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,mcq,active,,medium,3.0,analyze,diagnostic,[],2026-05-21T10:40:55.030Z,2026-05-21T10:40:55.124Z,grade 5,,1,Select the true statement about the square of 61 when the duplex method is used.,"[{""text"":""61² ends with 21 because the last digit is 1 and 1² = 1, while the middle step gives 3660."",""correct"":false},{""text"":""61² = 3,721 because 60² + 2×60×1 + 1² gives 3,600 + 120 + 1."",""correct"":true},{""text"":""61² = 3,661 because the cross term is 61 × 1."",""correct"":false},{""text"":""61² = 3,811 because the tens digit is squared after adding the ones digit."",""correct"":false}]","61² = 3,721 because 60² + 2×60×1 + 1² gives 3,600 + 120 + 1.",,"The correct expansion is 61² = (60+1)² = 60² + 2×60×1 + 1² = 3600 + 120 + 1 = 3721. The first option has the right ending idea but an incorrect middle step, the third uses the wrong cross term, and the fourth uses an invalid rule.","{""focus"":""which_statement"",""grade"":5,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Advanced Squaring"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q17"",""learning_objective"":""Students can find squares of 2-digit numbers using Vedic duplex method""}",,2026-05-21T10:40:55.090Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,mcq,active,,medium,3.0,apply,diagnostic,[],2026-05-21T10:40:55.040Z,2026-05-21T10:40:55.134Z,grade 5,,1,Which expression correctly uses the duplex method to find 27²?,"[{""text"":""27² = 20² + 2×20×7 + 7² = 400 + 280 + 49 = 729"",""correct"":true},{""text"":""27² = 20² + 20×7 + 7² = 400 + 140 + 49 = 589"",""correct"":false},{""text"":""27² = 20 + 7 + 20 + 7 = 54"",""correct"":false},{""text"":""27² = 2×27 + 7 = 61"",""correct"":false}]",27² = 20² + 2×20×7 + 7² = 400 + 280 + 49 = 729,,"For 27, write it as 20 + 7 and square it: (20 + 7)² = 20² + 2×20×7 + 7² = 400 + 280 + 49 = 729. The other options leave out the doubling step, use addition instead of squaring, or apply an unrelated operation.","{""focus"":""context_classify"",""grade"":5,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Advanced Squaring"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q18"",""learning_objective"":""Students can find squares of 2-digit numbers using Vedic duplex method""}",,2026-05-21T10:40:55.095Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,mcq,active,,medium,3.0,analyze,diagnostic,[],2026-05-21T10:40:55.094Z,2026-05-21T10:40:55.257Z,grade 5,,1,Decide which comparison is correct for 52² and 53² after using the duplex method.,"[{""text"":""52² is greater because 2 is greater than 3 in the ones place."",""correct"":false},{""text"":""53² is greater because the square of a number one more than 52 is larger by 105."",""correct"":true},{""text"":""52² and 53² are equal because their tens digits are the same."",""correct"":false},{""text"":""52² is greater because 52 has a larger first digit after squaring."",""correct"":false}]",53² is greater because the square of a number one more than 52 is larger by 105.,,"Since 53 is one more than 52, the square increases by 2×52 + 1 = 105, so 53² is larger. The other choices compare the wrong digits or ignore how squares change when the number increases by 1.","{""focus"":""compare_or_judge"",""grade"":5,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Advanced Squaring"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q19"",""learning_objective"":""Students can find squares of 2-digit numbers using Vedic duplex method""}",,2026-05-21T10:40:55.137Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,mcq,active,,medium,3.0,apply,diagnostic,[],2026-05-21T10:40:55.132Z,2026-05-21T10:40:55.298Z,grade 5,,1,Choose the equation that matches the duplex method for 76 squared.,"[{""text"":""76² = 70² + 2×70×6 + 6²"",""correct"":true},{""text"":""76² = 70² + 6² only"",""correct"":false},{""text"":""76² = 7² + 6²"",""correct"":false},{""text"":""76² = 2×70 + 6"",""correct"":false}]",76² = 70² + 2×70×6 + 6²,,"Write 76 as 70 + 6, then square the binomial: 76² = 70² + 2×70×6 + 6². The other options leave out the cross term or use unrelated operations.","{""focus"":""operation_reasoning"",""grade"":5,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Advanced Squaring"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q20"",""learning_objective"":""Students can find squares of 2-digit numbers using Vedic duplex method""}",,2026-05-21T10:40:55.254Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,mcq,active,,medium,3.0,apply,diagnostic,[],2026-05-21T10:40:55.135Z,2026-05-21T10:40:55.300Z,grade 5,,1,What is the correct value of 39 squared after using the duplex method?,"[{""text"":""1,521"",""correct"":true},{""text"":""1,431"",""correct"":false},{""text"":""1,491"",""correct"":false},{""text"":""1,581"",""correct"":false}]","1,521",,39² = (40−1)² = 1600 − 80 + 1 = 1521. The distractors reflect common mistakes such as subtracting the wrong middle amount or adding instead of subtracting.,"{""focus"":""which_value"",""grade"":5,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Advanced Squaring"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q21"",""learning_objective"":""Students can find squares of 2-digit numbers using Vedic duplex method""}",,2026-05-21T10:40:55.256Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,mcq,active,,medium,3.0,understand,diagnostic,[],2026-05-21T10:40:55.253Z,2026-05-21T10:40:55.328Z,grade 5,,1,Which statement shows the correct place-value expansion for 84²?,"[{""text"":""Treat 84 as 80 + 4, then use 80², 2×80×4, and 4²."",""correct"":true},{""text"":""Treat 84 as 8 + 4, then square only 4."",""correct"":false},{""text"":""Treat 84 as 80 + 4, then use 80 + 4 and ignore the cross term."",""correct"":false},{""text"":""Treat 84 as 84 + 84 + 84."",""correct"":false}]","Treat 84 as 80 + 4, then use 80², 2×80×4, and 4².",,"The correct place-value expansion is 84 = 80 + 4, so 84² = (80 + 4)² = 80² + 2×80×4 + 4². This uses the tens part, the ones part, and the cross term. Option 2 is wrong because it breaks 84 into 8 + 4, which is not place value. Option 3 is wrong because it leaves out the cross term. Option 4 is wrong because squaring is not done by adding the number three times.","{""focus"":""which_statement"",""grade"":5,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Advanced Squaring"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q22"",""learning_objective"":""Students can find squares of 2-digit numbers using Vedic duplex method""}",,2026-05-21T10:40:55.287Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,mcq,active,,medium,3.0,apply,diagnostic,[],2026-05-21T10:40:55.387Z,2026-05-21T10:40:55.458Z,grade 5,,1,A shop packs 58 marbles into one box and the same number into another box. How many marbles are in 58 groups of 58?,"[{""text"":""3,364"",""correct"":true},{""text"":""3,264"",""correct"":false},{""text"":""3,464"",""correct"":false},{""text"":""3,604"",""correct"":false}]","3,364",,"58 groups of 58 means 58². Using place value, 58² = (60 − 2)² = 60² − 2×60×2 + 2² = 3600 − 240 + 4 = 3364. The other options come from arithmetic slips or incorrect middle terms.","{""focus"":""context_classify"",""grade"":5,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Advanced Squaring"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q23"",""learning_objective"":""Students can find squares of 2-digit numbers using Vedic duplex method""}",,2026-05-21T10:40:55.421Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,mcq,active,,medium,3.0,analyze,diagnostic,[],2026-05-21T10:40:55.422Z,2026-05-21T10:40:55.498Z,grade 5,,1,Which comparison is correct?,"[{""text"":""42² > 41²"",""correct"":true},{""text"":""41² > 42²"",""correct"":false},{""text"":""41² = 42²"",""correct"":false},{""text"":""41² < 41"",""correct"":false}]",42² > 41²,,"Since 42 is greater than 41, its square is also greater: 42² > 41². The other choices are incorrect because they reverse the comparison, claim equal squares, or confuse squaring with comparing a number to its own square.","{""focus"":""compare_or_judge"",""grade"":5,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Advanced Squaring"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q24"",""learning_objective"":""Students can find squares of 2-digit numbers using Vedic duplex method""}",,2026-05-21T10:40:55.459Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,mcq,active,,medium,3.0,apply,diagnostic,[],2026-05-21T10:40:55.427Z,2026-05-21T10:40:55.526Z,grade 5,,1,Choose the equation that correctly solves 67 squared using the place-value idea behind the duplex method.,"[{""text"":""67² = 60² + 2×60×7 + 7²"",""correct"":true},{""text"":""67² = 60² + 7²"",""correct"":false},{""text"":""67² = 6² + 7²"",""correct"":false},{""text"":""67² = 2×67 + 7"",""correct"":false}]",67² = 60² + 2×60×7 + 7²,,Break 67 into 60 + 7. Then square it: 60² + 2×60×7 + 7². The other options miss the cross term or use operations that do not represent squaring.,"{""focus"":""operation_reasoning"",""grade"":5,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Advanced Squaring"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q25"",""learning_objective"":""Students can find squares of 2-digit numbers using Vedic duplex method""}",,2026-05-21T10:40:55.462Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,mcq,active,,medium,3.0,apply,diagnostic,[],2026-05-21T10:40:55.456Z,2026-05-21T10:40:55.542Z,grade 5,,1,What is the correct value of 72 squared after the duplex steps are carried out?,"[{""text"":""5,184"",""correct"":true},{""text"":""5,124"",""correct"":false},{""text"":""5,274"",""correct"":false},{""text"":""5,1840"",""correct"":false}]","5,184",,72² = (70+2)² = 70² + 2×70×2 + 2² = 4900 + 280 + 4 = 5184. The distractors show common place-value and carrying mistakes.,"{""focus"":""which_value"",""grade"":5,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Advanced Squaring"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q26"",""learning_objective"":""Students can find squares of 2-digit numbers using Vedic duplex method""}",,2026-05-21T10:40:55.496Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,mcq,active,,medium,3.0,analyze,diagnostic,[],2026-05-21T10:40:55.465Z,2026-05-21T10:40:55.584Z,grade 5,,1,Which equation correctly shows 45² using place value?,"[{""text"":""45² = (40 + 5)² = 1600 + 400 + 25 = 2025"",""correct"":true},{""text"":""45² = 40² + 5² = 1625"",""correct"":false},{""text"":""45² = 40 + 5 = 45"",""correct"":false},{""text"":""45² = 4² + 5² = 41"",""correct"":false}]",45² = (40 + 5)² = 1600 + 400 + 25 = 2025,,"Write 45 as 40 + 5, then square it: (40 + 5)² = 40² + 2×40×5 + 5² = 1600 + 400 + 25 = 2025. The other options leave out the cross term, stop at the original number, or square the digits separately.","{""focus"":""which_statement"",""grade"":5,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Advanced Squaring"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q27"",""learning_objective"":""Students can find squares of 2-digit numbers using Vedic duplex method""}",,2026-05-21T10:40:55.527Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,mcq,active,,medium,3.0,apply,diagnostic,[],2026-05-21T10:40:55.523Z,2026-05-21T10:40:55.621Z,grade 5,,1,"A class plans 63 identical sticker packs, and each pack has 63 stickers. Which result matches the total stickers using the square of 63?","[{""text"":""3,969"",""correct"":true},{""text"":""3,789"",""correct"":false},{""text"":""4,029"",""correct"":false},{""text"":""3,639"",""correct"":false}]","3,969",,"63² = (60+3)² = 3600 + 360 + 9 = 3969. The other answers come from adding the cross term incorrectly, using the wrong tens part, or shifting digits by mistake.","{""focus"":""context_classify"",""grade"":5,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Advanced Squaring"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q28"",""learning_objective"":""Students can find squares of 2-digit numbers using Vedic duplex method""}",,2026-05-21T10:40:55.586Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,fitb,active,,easy,1.0,remember,diagnostic,[],2026-05-21T10:48:04.385Z,2026-07-28T08:08:21.668Z,grade 5,number,1,Fill in the blank with the correct answer: Choose the correct value of 24² using the Vedic duplex method. Answer: ____.,,,,"24² = 24 × 24 = 576, so the correct option is 576. The other values do not match the square of 24.","{""hint"":""24² = 24 × 24 = 576, so the correct option is 576. The other values do not match the square of 24."",""answer"":""536"",""visualMode"":null,""distractors"":[""516"",""576"",""548""],""questionSvg"":null}",,2026-05-21T10:48:04.448Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,fitb,active,,easy,1.0,remember,diagnostic,[],2026-05-21T10:48:04.445Z,2026-07-28T08:36:43.267Z,grade 5,text,1,Fill in the blank with the correct answer: Which option correctly shows 31². Answer: ____.,,,,"31 × 31 = 961, so 31² = 961. The other options are not equal to 31 squared and include common place-value slips such as reversing or slightly changing digits.","{""hint"":""31 × 31 = 961, so 31² = 961. The other options are not equal to 31 squared and include common place-value slips such as reversing or slightly changing digits."",""answer"":""31² = 961"",""visualMode"":null,""distractors"":[""31² = 931"",""31² = 921"",""31² = 991""],""questionSvg"":null}",,2026-05-21T10:48:04.492Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,drag_drop,active,,easy,1.0,remember,diagnostic,[],2026-05-21T10:52:27.203Z,2026-05-21T10:52:27.339Z,grade 5,,1,Drag each choice into the correct group: A classroom chart shows the square of 12. Choose the correct result for 12².,,,,12² = 12 × 12 = 144. The other options are not the square of 12.,"{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""124""},{""id"":""item_2"",""label"":""132""},{""id"":""item_3"",""label"":""144""},{""id"":""item_4"",""label"":""154""}],""targets"":[{""id"":""target_1"",""label"":""Correct answer""},{""id"":""target_2"",""label"":""Not correct""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_2""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_4"",""targetId"":""target_2""}],""visualMode"":null,""questionSvg"":null,""scoringGuidance"":""12² = 12 × 12 = 144. The other options are not the square of 12.""}",,2026-05-21T10:52:27.245Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,fitb,active,,hard,5.0,analyze,diagnostic,[],2026-05-21T10:59:55.012Z,2026-07-28T08:08:21.668Z,grade 5,number,1,"A duplex calculation for a 2-digit number gives ones part 25, middle part 20, and first digit square 4. The number squared is ____.",,,,"Ones part 25 means the ones digit is 5. First digit square 4 means the tens digit is 2. The middle part 20 matches 2×2×5 = 20, so the number is 25. Therefore its square is 625.","{""hint"":""Work backward: which 2-digit number has ones digit 5 and tens digit 2?"",""answer"":""625"",""visualMode"":null,""questionSvg"":null,""caseSensitive"":false,""acceptableAnswers"":[""625""]}",,2026-05-21T10:59:55.064Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,drag_drop,active,,easy,1.0,apply,diagnostic,[],2026-05-21T10:59:55.013Z,2026-05-21T10:59:55.116Z,grade 5,,1,Use the duplex method idea for 23². Drag each card to the correct step box.,,,,"For 23², the duplex steps are: 2² = 4, then 2×2×3 = 12, then 3² = 9. These are the three values used in order in the duplex method.","{""mode"":""order"",""items"":[{""id"":""item_1"",""label"":""4""},{""id"":""item_2"",""label"":""12""},{""id"":""item_3"",""label"":""9""}],""labels"":{""end"":""Last"",""start"":""First"",""instruction"":""Drag each number to its duplex step.""},""targets"":[{""id"":""target_1"",""label"":""Step 1""},{""id"":""target_2"",""label"":""Step 2""},{""id"":""target_3"",""label"":""Step 3""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_3""}],""visualMode"":null,""questionSvg"":null}",,2026-05-21T10:59:55.066Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,drag_drop,active,,medium,3.0,apply,diagnostic,[],2026-05-21T10:59:55.019Z,2026-05-21T10:59:55.124Z,grade 5,,1,"For 34², some cards show duplex parts and some show the final grouped result. Drag each card into the correct box.",,,,"For 34², the raw duplex values are 3² = 9, 2×3×4 = 24, and 4² = 16. After carrying, the grouped result becomes 11 | 5 | 6, which gives 1156.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""9""},{""id"":""item_2"",""label"":""24""},{""id"":""item_3"",""label"":""16""},{""id"":""item_4"",""label"":""11 | 5 | 6""}],""labels"":{""end"":null,""start"":null,""instruction"":""Put each card in the right box.""},""targets"":[{""id"":""target_1"",""label"":""Duplex parts""},{""id"":""target_2"",""label"":""Final carried result""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_1""},{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_4"",""targetId"":""target_2""}],""visualMode"":null,""questionSvg"":null}",,2026-05-21T10:59:55.071Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,drag_drop,active,,easy,2.0,understand,diagnostic,[],2026-05-21T10:59:55.021Z,2026-05-21T10:59:55.264Z,grade 5,,1,"A zebra square puzzle uses 41². Sort the cards into the part made from the first digit, the middle duplex part, and the part made from the last digit.",,,,"For 41², the three duplex parts are 4² = 16, 2×4×1 = 8, and 1² = 1.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""16""},{""id"":""item_2"",""label"":""8""},{""id"":""item_3"",""label"":""1""}],""labels"":{""end"":null,""start"":null,""instruction"":""Sort each card into the correct part.""},""targets"":[{""id"":""target_1"",""label"":""First digit part""},{""id"":""target_2"",""label"":""Middle duplex part""},{""id"":""target_3"",""label"":""Last digit part""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_3""}],""visualMode"":null,""questionSvg"":null}",,2026-05-21T10:59:55.074Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,fitb,active,,easy,1.0,apply,diagnostic,[],2026-05-21T11:01:56.897Z,2026-07-28T08:08:21.668Z,grade 5,number,1,Find 32² by duplex method: ____.,,,,"For 32, square 2 to get 4. Duplex of 3 and 2 is 2×3×2 = 12. Square 3 to get 9. Writing with carries gives 1024.","{""hint"":null,""answer"":""1024"",""visualMode"":null,""questionSvg"":null,""caseSensitive"":false,""acceptableAnswers"":[""1024""]}",,2026-05-21T11:01:56.972Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,fitb,active,,medium,3.0,analyze,diagnostic,[],2026-05-21T11:01:56.895Z,2026-07-28T08:08:21.668Z,grade 5,number,1,"Using duplex steps, 43² ends with 9 and has tens digit ____.",,,,"For 43, square 3 to get 9. Duplex of 4 and 3 is 2×4×3 = 24, so the tens digit is 4 and 2 is carried. Then 4² + 2 = 18, giving 1849. So the tens digit is 4.","{""hint"":""Compute the duplex 2 × 4 × 3."",""answer"":""4"",""visualMode"":null,""questionSvg"":null,""caseSensitive"":false,""acceptableAnswers"":[""4""]}",,2026-05-21T11:01:56.973Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,fitb,active,,easy,2.0,apply,diagnostic,[],2026-05-21T11:01:56.896Z,2026-07-28T08:08:21.668Z,grade 5,number,1,The square of 14 using the Vedic duplex method is ____.,,,,"For 14, square 4 to get 16. Duplex of 1 and 4 is 2×1×4 = 8. Square 1 to get 1. After carrying, 14² = 196.","{""hint"":""Start from the ones digit: 4² = 16."",""answer"":""196"",""visualMode"":null,""questionSvg"":null,""caseSensitive"":false,""acceptableAnswers"":[""196""]}",,2026-05-21T11:01:56.973Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,fitb,active,,easy,1.0,apply,diagnostic,[],2026-05-21T11:01:56.898Z,2026-07-28T08:08:21.668Z,grade 5,number,1,"Using the Vedic duplex method, 21² = ____.",,,,"For 21, square 1 to get 1. Duplex of 2 and 1 is 2×2×1 = 4. Square 2 to get 4. So 21² = 441.","{""hint"":null,""answer"":""441"",""visualMode"":null,""questionSvg"":null,""caseSensitive"":false,""acceptableAnswers"":[""441""]}",,2026-05-21T11:01:56.975Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,fitb,active,,medium,3.0,understand,diagnostic,[],2026-05-21T11:01:57.235Z,2026-07-28T08:08:21.668Z,grade 5,number,1,"For 26², the duplex part is 2×2×6 = 24, so 26² = ____.",,,,"Square 6 to get 36. The duplex part is 24. Square 2 to get 4. Now carry through: from 36 write 6 carry 3; then 24 + 3 = 27, write 7 carry 2; then 4 + 2 = 6. So 26² = 676.","{""hint"":""Use 6², then add the carry to the duplex part."",""answer"":""676"",""visualMode"":null,""questionSvg"":null,""caseSensitive"":false,""acceptableAnswers"":[""676""]}",,2026-05-21T11:01:57.403Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,drag_drop,active,,hard,5.0,analyze,diagnostic,[],2026-05-21T11:01:57.296Z,2026-05-21T11:01:57.489Z,grade 5,,1,"Complete the partly sorted space boxes for 76². Move the remaining cards into the correct boxes: duplex calculations, carried groups, or final square.",,,,"For 76², the duplex calculations are 7² = 49, 2×7×6 = 84, and 6² = 36. Carrying right to left gives grouped values 57 | 7 | 6, so the final square is 5776.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""49""},{""id"":""item_2"",""label"":""84""},{""id"":""item_3"",""label"":""36""},{""id"":""item_4"",""label"":""57 | 7 | 6""},{""id"":""item_5"",""label"":""5776""}],""labels"":{""end"":null,""start"":null,""instruction"":""Drag each card to the matching box.""},""targets"":[{""id"":""target_1"",""label"":""Duplex calculations""},{""id"":""target_2"",""label"":""Carried groups""},{""id"":""target_3"",""label"":""Final square""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_1""},{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_4"",""targetId"":""target_2""},{""itemId"":""item_5"",""targetId"":""target_3""}],""visualMode"":null,""questionSvg"":null}",,2026-05-21T11:01:57.447Z
math,Vedic Mathematics,math,grade 5,Advanced Squaring,Find squares of 2-digit numbers using Vedic duplex method,T403.S1.L1,true,drag_drop,active,,medium,3.0,apply,diagnostic,[],2026-05-21T11:01:57.296Z,2026-05-21T11:01:57.497Z,grade 5,,1,Use the duplex method on 52². Arrange the cards from the first calculation to the final square.,,,,"For 52², calculate 5² = 25, then 2×5×2 = 20, then 2² = 4. Carrying from right to left gives 27 | 0 | 4, so the square is 2704.","{""mode"":""order"",""items"":[{""id"":""item_1"",""label"":""25""},{""id"":""item_2"",""label"":""20""},{""id"":""item_3"",""label"":""4""},{""id"":""item_4"",""label"":""2704""}],""labels"":{""end"":""Finish"",""start"":""Start"",""instruction"":""Drag the cards into order.""},""targets"":[{""id"":""target_1"",""label"":""1st""},{""id"":""target_2"",""label"":""2nd""},{""id"":""target_3"",""label"":""3rd""},{""id"":""target_4"",""label"":""4th""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_3""},{""itemId"":""item_4"",""targetId"":""target_4""}],""visualMode"":null,""questionSvg"":null}",,2026-05-21T11:01:57.453Z
